Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Klein E., Geist M., Pietquin O.","55234823100;25929145100;16040586900;","Batch, off-policy and model-free apprenticeship learning",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7188 LNAI",,,"285","296",,4,"10.1007/978-3-642-29946-9_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861679549&doi=10.1007%2f978-3-642-29946-9_28&partnerID=40&md5=ceaa3029aa9e912551823633d4e99cfb","Supélec, IMS Research Group, France; UMI 2958, GeorgiaTech-CNRS, France; Equipe ABC, LORIA-CNRS, France","Klein, E., Supélec, IMS Research Group, France, Equipe ABC, LORIA-CNRS, France; Geist, M., Supélec, IMS Research Group, France; Pietquin, O., Supélec, IMS Research Group, France, UMI 2958, GeorgiaTech-CNRS, France",,"Apprenticeship learning; Associated feature; Generative model; Inverse reinforcement learning; Learning control; Model free; Monte Carlo Simulation; Parameterized; Reward function; Temporal differences; Utility functions; Monte Carlo methods; Reinforcement learning; Apprentices",Conference Paper,"Final",,Scopus,2-s2.0-84861679549
"Michini B., How J.P.","36603096200;7006512768;","Improving the efficiency of Bayesian inverse reinforcement learning",2012,"Proceedings - IEEE International Conference on Robotics and Automation",,, 6225241,"3651","3656",,14,"10.1109/ICRA.2012.6225241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864464460&doi=10.1109%2fICRA.2012.6225241&partnerID=40&md5=0142288bc1788ff0c277618ee2c889f2","Aerospace Controls Laboratory, MIT, United States; Laboratory for Information and Decision Systems, MIT, United States","Michini, B., Aerospace Controls Laboratory, MIT, United States; How, J.P., Aerospace Controls Laboratory, MIT, United States, Laboratory for Information and Decision Systems, MIT, United States",,"Bayesian networks; Demonstrations; Efficiency; Inference engines; Inverse problems; Markov processes; Bayesian inference; Faster convergence; Inverse reinforcement learning; Its efficiencies; Markov Decision Processes; Modified algorithms; Solution quality; Transition functions; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84864464460
"Chandramohan S., Geist M., Lefèvre F., Pietquin O.","55817552546;25929145100;56273617700;16040586900;","Behavior specific user simulation in spoken dialogue systems",2012,"Proceedings of 10th ITG Symposium on Speech Communication",,, 6309603,"","",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883047874&partnerID=40&md5=66394fa6e9a17b0af1a0d768a3194d9a","Supelec, IMS - MaLIS Research Group, France; UMI 2958 (CNRS - GeorgiaTech), France; Université d'Avignon et des Pays de Vaucluse, LIA-CERI, France","Chandramohan, S., Supelec, IMS - MaLIS Research Group, France, Université d'Avignon et des Pays de Vaucluse, LIA-CERI, France; Geist, M., Supelec, IMS - MaLIS Research Group, France; Lefèvre, F., Université d'Avignon et des Pays de Vaucluse, LIA-CERI, France; Pietquin, O., Supelec, IMS - MaLIS Research Group, France, UMI 2958 (CNRS - GeorgiaTech), France",,"Inverse problems; Linguistics; Reinforcement learning; Speech communication; Speech processing; Data requirements; Data-driven methods; Inverse reinforcement learning; Policy optimization; Spoken dialogue system; Spoken languages; State of the art; User simulation; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-84883047874
"Aghasadeghi N., Bretl T.","52763227100;6506270751;","Maximum entropy inverse reinforcement learning in continuous state spaces with path integrals",2011,"IEEE International Conference on Intelligent Robots and Systems",,, 6048804,"1561","1566",,22,"10.1109/IROS.2011.6048804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455160661&doi=10.1109%2fIROS.2011.6048804&partnerID=40&md5=a5ef44890dac4e25b0e0a2390ef7b425","Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States; Department of Aerospace Engineering, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Aghasadeghi, N., Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States; Bretl, T., Department of Aerospace Engineering, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States",,"Action spaces; Basis functions; Continuous state; Continuous State Space; Continuous time; Current estimates; Empirical evidence; Finite set; Input costs; Input noise; Inverse reinforcement learning; Maximum entropy; Maximum entropy distribution; Optimal control policy; Path integral; Sample path; Continuous time systems; Cost functions; Costs; Entropy; Intelligent robots; Inverse problems; Maximum likelihood estimation; Optimization; Reinforcement; Reinforcement learning; Robotics; Cost benefit analysis",Conference Paper,"Final",,Scopus,2-s2.0-84455160661
"Levine S., Popović Z., Koltun V.","35731728100;35176314800;7004337914;","Nonlinear inverse reinforcement learning with Gaussian processes",2011,"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011",,,,"","",9,92,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860621067&partnerID=40&md5=63ebcead252f16eebde04c4b67a565cd","Stanford University, United States; University of Washington, United States","Levine, S., Stanford University, United States; Popović, Z., University of Washington, United States; Koltun, V., Stanford University, United States",,"Complex behavior; Gaussian Processes; Inverse reinforcement learning; Linear combinations; Markov Decision Processes; Nonlinear functions; Probabilistic algorithm; Reward function; Gaussian distribution; Gaussian noise (electronic); Learning algorithms; Markov processes; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84860621067
"Boularias A., Kober J., Peters J.","23090275300;22940629000;35248912800;","Relative entropy Inverse Reinforcement Learning",2011,"Journal of Machine Learning Research","15",,,"182","189",,62,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862293297&partnerID=40&md5=6bb3401274a67b9a5b08b1157570752a","Max-Planck Institute for Intelligent Systems, 72076 Tübingen, Germany","Boularias, A., Max-Planck Institute for Intelligent Systems, 72076 Tübingen, Germany; Kober, J., Max-Planck Institute for Intelligent Systems, 72076 Tübingen, Germany; Peters, J., Max-Planck Institute for Intelligent Systems, 72076 Tübingen, Germany",,"Empirical distributions; Imitation learning; Inverse reinforcement learning; Markov Decision Processes; Model free; Optimal policies; Relative entropy; Reward function; State space; Stochastic gradient descent; Algorithms; Artificial intelligence; Entropy; Markov processes; Reinforcement learning; Mathematical models",Conference Paper,"Final",,Scopus,2-s2.0-84862293297
"Chandramohan S., Geist M., Lefèvre F., Pietquin O.","55817552546;25929145100;56273617700;16040586900;","User simulation in dialogue systems using Inverse Reinforcement Learning",2011,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",,,,"1025","1028",,41,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865717612&partnerID=40&md5=72da518c50fcb34bb90d80939ccd3640","Supelec - Metz Campus, IMS Research Group, France; UMI 2958 (CNRS - GeorgiaTech), France; Université D'Avignon et des Pays de Vaucluse, LIA-CERI, France","Chandramohan, S., Supelec - Metz Campus, IMS Research Group, France, Université D'Avignon et des Pays de Vaucluse, LIA-CERI, France; Geist, M., Supelec - Metz Campus, IMS Research Group, France; Lefèvre, F., Université D'Avignon et des Pays de Vaucluse, LIA-CERI, France; Pietquin, O., Supelec - Metz Campus, IMS Research Group, France, UMI 2958 (CNRS - GeorgiaTech), France","Inverse Reinforcement Learning; Spoken Dialogue Systems; User simulation","Dialogue systems; Human users; Imitation learning; Inverse reinforcement learning; Man-machine interface; Natural languages; Spoken dialogue system; Synthetic data; User simulation; Reinforcement learning; Speech processing",Conference Paper,"Final",,Scopus,2-s2.0-84865717612
"Daume III H.","8911764800;","Beyond structured prediction: Inverse reinforcement learning",2011,"ACL HLT 2011 - 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies, Proceedings of Student Session",,,,"","",26,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859064813&partnerID=40&md5=5b1eaa1f013bdd655ab5cf054f1317ed","Computer Science, University of Maryland, United States","Daume III, H., Computer Science, University of Maryland, United States",,"Complete solutions; Inverse reinforcement learning; Reward function; Structured prediction; Computational linguistics; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84859064813
"Choi J., Kim K.-E.","36835669400;15053383400;","MAP inference for Bayesian inverse reinforcement learning",2011,"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011",,,,"","",9,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860629866&partnerID=40&md5=28422a8d252d0b3010801ab470dc188a","Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon 305-701, South Korea","Choi, J., Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon 305-701, South Korea; Kim, K.-E., Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon 305-701, South Korea",,"Bayesian frameworks; Differentiability; Infinite numbers; Inverse reinforcement learning; MAP estimation; Maximum a posteriori estimation; Posterior distributions; Reward function; Algorithms; Gradient methods; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84860629866
[No author name available],[No author id available],"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011",2011,"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011",,,,"","",2718,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860637780&partnerID=40&md5=f5dd06d12eb758b76907887b36017998",,"",,,Conference Review,"Final",,Scopus,2-s2.0-84860637780
"Michini B., How J.P.","36603096200;7006512768;","A human-interactive course of action planner for aircraft carrier deck operations",2011,"AIAA Infotech at Aerospace Conference and Exhibit 2011",,,,"","",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880848742&partnerID=40&md5=efd23a574d3a6b1116c61b1b59bcde64","Aerospace Controls Laboratory, Massachusetts Institute of Technology, MIT, Cambridge, MA 02139, United States; Aerospace Controls Laboratory, Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, MIT, Cambridge, MA 02139, United States","Michini, B., Aerospace Controls Laboratory, Massachusetts Institute of Technology, MIT, Cambridge, MA 02139, United States; How, J.P., Aerospace Controls Laboratory, Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, MIT, Cambridge, MA 02139, United States",,"Course of action; Emergency scenario; Inverse reinforcement learning; Normal operations; Optimal policies; Planning problem; Time-critical scheduling; Uncertain environments; Aircraft; Aircraft carriers; Artificial intelligence; Decision support systems; Optimization; Personnel training; Scheduling; Taxicabs; Curricula",Conference Paper,"Final",,Scopus,2-s2.0-84880848742
"Riordan B., Brimi S., Schurr N., Freeman J., Ganberg G., Cooke N.J., Rima N.","36469192100;55343995500;8511831000;7403529943;36600400000;7102096954;36026010500;","Inferring user intent with Bayesian inverse planning: Making sense of multi-UAS mission management",2011,"20th Annual Conference on Behavior Representation in Modeling and Simulation 2011, BRiMS 2011",,,,"49","56",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865361469&partnerID=40&md5=bacac8df2ed1fac6e12e209d4eb8ca01","Aptima, Inc., 12 Gill Street, Woburn, MA 01801, United States; Cognitive Engineering Research Institute, 5810 South Sossaman Road, Mesa, AZ 85212, United States","Riordan, B., Aptima, Inc., 12 Gill Street, Woburn, MA 01801, United States; Brimi, S., Aptima, Inc., 12 Gill Street, Woburn, MA 01801, United States; Schurr, N., Aptima, Inc., 12 Gill Street, Woburn, MA 01801, United States; Freeman, J., Aptima, Inc., 12 Gill Street, Woburn, MA 01801, United States; Ganberg, G., Aptima, Inc., 12 Gill Street, Woburn, MA 01801, United States; Cooke, N.J., Cognitive Engineering Research Institute, 5810 South Sossaman Road, Mesa, AZ 85212, United States; Rima, N., Cognitive Engineering Research Institute, 5810 South Sossaman Road, Mesa, AZ 85212, United States","Bayesian inference; Intent; Inverse reinforcement learning; Markov decision processes; Unmanned aerial systems","Bayesian inference; Intent; Inverse reinforcement learning; Markov Decision Processes; Unmanned aerial systems; Bayesian networks; Computer simulation; Markov processes; Reinforcement learning; User interfaces; Inference engines",Conference Paper,"Final",,Scopus,2-s2.0-84865361469
